0;0;p
0;1;p
0;2;p
0;3;p
0;4;p
0;5;p
1;5;p
1;6;p
2;6;p
2;7;p
3;7;p
3;8;p
4;8;p
4;9;p
5;9;p
5;10;p
6;10;p
6;11;p
7;11;p
7;12;p
8;12;p
8;13;p
9;13;p
10;14;p
11;15;p
12;15;p
12;16;p
13;16;p
13;17;p
14;17;p
14;18;p
15;18;p
16;19;p
17;20;p
18;20;p
18;21;p
18;22;p
19;22;p
20;22;p
21;23;p
22;24;p
22;25;p
23;25;p
23;26;p
24;26;p
25;26;p
26;27;p
26;28;p
27;29;p
28;29;p
28;30;p
29;30;p
30;30;p
30;31;p
31;32;p
32;33;p
33;34;p
34;34;p
34;35;p
35;35;p
35;36;p
36;36;p
36;37;p
37;37;p
37;38;p
38;38;p
39;39;p
40;40;p
41;40;p
41;41;p
42;42;p
43;42;p
43;43;p
44;43;p
44;44;p
45;45;p
46;45;p
46;46;p
47;47;p
48;47;p
48;48;p
49;48;p
49;49;p
49;50;p
50;50;p
51;50;p
52;51;p
53;52;p
53;53;p
54;54;p
55;54;p
56;55;p
57;56;p
57;57;p
58;57;p
59;58;p
60;59;p
61;59;p
61;60;p
61;61;p
62;61;p
63;61;p
63;62;p
64;62;p
65;63;p
65;64;p
65;65;p
66;65;p
67;65;p
68;66;p
69;67;p
69;68;p
70;69;p
71;69;p
72;70;p
73;71;p
74;72;p
75;73;p
76;73;p
77;74;p
77;75;p
78;76;p
79;76;p
80;77;p
81;77;p
81;78;p
82;78;p
83;79;p
83;80;p
84;81;p
85;81;p
86;82;p
87;83;p
88;84;p
89;84;p
89;85;p
90;85;p
91;86;p
92;87;p
93;88;p
93;89;p
94;89;p
95;89;p
96;90;p
96;91;p
97;92;p
98;93;p
100;93;p
101;94;p
102;95;p
103;96;p
104;97;p
105;97;p
105;98;p
107;99;p
108;100;p
109;100;p
110;101;p
111;102;p
113;103;p
114;104;p
115;105;p
116;106;p
117;106;p
119;107;p
119;108;p
120;109;p
121;110;p
122;110;p
124;110;p
124;111;p
125;112;p
126;113;p
127;114;p
128;114;p
129;114;p
130;115;p
131;116;p
132;117;p
133;118;p
135;118;p
136;119;p
137;119;p
137;120;p
138;121;p
139;122;p
140;122;p
141;122;p
141;123;p
142;124;p
144;124;p
145;125;p
145;126;p
146;126;p
147;126;p
148;127;p
149;128;p
149;129;p
150;129;p
151;130;p
152;130;p
153;130;p
153;131;p
154;132;p
155;133;p
156;133;p
157;134;p
158;134;p
159;135;p
160;136;p
161;136;p
161;137;p
162;138;p
163;138;p
164;138;p
165;139;p
165;140;p
166;140;p
167;141;p
168;142;p
169;142;p
170;143;p
171;144;p
172;144;p
173;145;p
173;146;p
174;146;p
175;147;p
176;148;p
176;149;p
177;149;p
178;150;p
179;150;p
180;151;p
181;152;p
182;153;p
183;153;p
184;154;p
184;155;p
185;156;p
186;156;p
187;157;p
188;158;p
189;158;p
190;159;p
191;160;p
192;161;p
192;162;p
193;162;p
194;163;p
195;164;p
196;165;p
197;165;p
198;166;p
199;167;p
200;167;p
200;168;p
200;169;p
201;169;p
202;170;p
203;170;p
204;171;p
204;172;p
205;173;p
206;173;p
207;174;p
208;174;p
208;175;p
209;176;p
209;177;p
210;177;p
211;177;p
212;178;p
212;179;p
213;180;p
214;181;p
215;181;p
216;181;p
216;182;p
216;183;p
217;183;p
218;184;p
218;185;p
219;185;p
220;186;p
221;187;p
222;188;p
223;188;p
223;189;p
224;189;p
225;190;p
225;191;p
226;191;p
227;192;p
227;193;p
228;193;p
229;194;p
230;195;p
231;196;p
231;197;p
232;197;p
233;198;p
234;199;p
235;199;p
235;200;p
235;201;p
236;201;p
237;201;p
237;202;p
238;202;p
239;203;p
239;204;p
240;205;p
241;205;p
242;205;p
242;206;p
243;207;p
243;208;p
244;208;p
245;208;p
246;209;p
246;210;p
247;210;p
247;211;p
248;212;p
249;212;p
250;213;p
251;214;p
251;215;p
252;216;p
253;216;p
254;216;p
254;217;p
255;217;p
255;218;p
256;219;p
257;220;p
258;220;p
259;220;p
259;221;p
259;222;p
260;222;p
261;223;p
261;224;p
262;224;p
263;224;p
263;225;p
264;226;p
265;226;p
265;227;p
266;228;p
267;228;p
267;229;p
268;229;p
269;230;p
269;231;p
270;231;p
270;232;p
271;232;p
272;233;p
273;233;p
273;234;p
274;234;p
274;235;p
274;236;p
275;236;p
276;236;p
277;237;p
278;238;p
278;239;p
279;239;p
279;240;p
280;240;p
281;240;p
281;241;p
282;241;p
282;242;p
283;243;p
284;244;p
285;244;p
286;244;p
286;245;p
287;246;p
287;247;p
288;247;p
289;248;p
290;248;p
290;249;p
291;250;p
292;250;p
292;251;p
293;251;p
294;252;p
295;252;p
295;253;p
296;254;p
297;254;p
297;255;p
298;255;p
299;256;p
300;256;p
300;257;p
301;257;p
302;258;p
302;259;p
303;259;p
304;259;p
304;260;p
305;260;p
305;261;p
306;261;p
306;262;p
307;262;p
307;263;p
308;263;p
309;263;p
309;264;p
310;264;p
311;265;p
312;265;p
312;266;p
313;266;p
313;267;p
314;267;p
315;267;p
315;268;p
316;268;p
316;269;p
317;269;p
317;270;p
318;270;p
318;271;p
319;271;p
320;271;p
321;271;p
321;272;p
321;273;p
322;273;p
322;274;p
323;274;p
323;275;p
324;275;p
325;275;p
325;276;p
325;277;p
326;277;p
327;277;p
327;278;p
328;278;p
328;279;p
327;279;p
326;279;p
325;279;p
324;279;p
324;278;p
323;278;p
322;278;p
321;278;p
320;278;p
319;278;p
319;277;p
318;277;p
317;277;p
316;277;p
315;277;p
314;277;p
313;277;p
312;277;p
311;277;p
310;277;p
309;277;p
308;277;p
307;277;p
306;277;p
305;277;p
304;277;p
303;277;p
302;277;p
301;277;p
300;277;p
299;277;p
298;277;p
297;277;p
296;277;p
295;277;p
294;277;p
293;277;p
292;277;p
291;277;p
290;277;p
289;277;p
288;277;p
287;277;p
287;278;p
286;278;p
285;278;p
284;278;p
283;278;p
282;278;p
281;278;p
280;278;p
279;278;p
279;279;p
278;279;p
277;279;p
276;279;p
275;279;p
274;279;p
273;279;p
272;279;p
271;279;p
270;279;p
269;279;p
268;279;p
267;279;p
266;279;p
265;279;p
264;279;p
263;279;p
262;279;p
261;279;p
260;280;p
259;280;p
258;280;p
257;280;p
256;280;p
255;280;p
254;280;p
253;280;p
252;281;p
251;281;p
250;281;p
249;281;p
248;281;p
247;281;p
246;281;p
245;281;p
244;282;p
243;282;p
242;282;p
241;282;p
240;282;p
239;282;p
238;282;p
237;282;p
236;282;p
235;283;p
234;283;p
233;283;p
232;283;p
231;283;p
230;283;p
229;283;p
228;283;p
227;283;p
226;283;p
225;283;p
224;283;p
223;283;p
222;283;p
221;283;p
220;283;p
219;283;p
218;283;p
217;283;p
216;283;p
215;283;p
214;283;p
213;283;p
212;283;p
211;283;p
210;283;p
209;283;p
208;284;p
207;284;p
206;284;p
205;284;p
204;284;p
203;284;p
202;284;p
201;284;p
200;284;p
199;284;p
198;284;p
197;284;p
196;284;p
195;284;p
194;284;p
193;284;p
192;284;p
191;285;p
190;285;p
189;285;p
188;285;p
187;285;p
186;285;p
185;285;p
184;285;p
183;285;p
181;285;p
180;285;p
179;285;p
178;285;p
177;285;p
176;285;p
175;285;p
174;285;p
174;286;p
173;286;p
171;286;p
170;286;p
169;286;p
168;286;p
167;286;p
166;286;p
165;286;p
164;286;p
163;286;p
162;286;p
161;286;p
160;286;p
159;286;p
158;286;p
154;286;p
153;286;p
152;286;p
151;286;p
150;286;p
149;286;p
148;286;p
147;286;p
146;286;p
146;287;p
145;287;p
144;287;p
143;287;p
142;287;p
141;287;p
140;287;p
139;287;p
138;287;p
137;287;p
136;287;p
135;287;p
134;287;p
133;287;p
132;287;p
131;287;p
130;287;p
129;287;p
128;287;p
127;287;p
126;287;p
125;287;p
124;287;p
123;287;p
122;287;p
121;287;p
120;287;p
119;287;p
118;287;p
117;287;p
116;287;p
115;287;p
114;287;p
113;287;p
112;287;p
111;287;p
110;287;p
109;287;p
108;287;p
107;287;p
107;288;p
106;288;p
105;288;p
104;288;p
103;288;p
102;288;p
101;288;p
100;288;p
99;289;p
98;289;p
97;289;p
96;289;p
95;289;p
94;289;p
93;289;p
92;289;p
91;290;p
90;290;p
89;290;p
88;290;p
87;290;p
86;290;p
85;290;p
84;290;p
84;291;p
83;291;p
82;291;p
81;291;p
80;291;p
79;291;p
78;291;p
77;291;p
76;291;p
75;291;p
74;291;p
73;291;p
72;291;p
72;292;p
71;292;p
70;292;p
69;292;p
68;292;p
67;292;p
66;292;p
66;293;p
65;293;p
64;293;p
63;293;p
62;293;p
61;293;p
60;294;p
59;294;p
58;294;p
57;294;p
56;294;p
56;295;p
55;295;p
54;295;p
53;295;p
52;295;p
51;295;p
50;295;p
49;295;p
48;295;p
47;295;p
46;295;p
45;295;p
44;295;p
43;296;p
42;296;p
41;296;p
40;296;p
39;296;p
38;296;p
37;296;p
37;297;p
36;297;p
35;297;p
34;297;p
33;297;p
32;297;p
31;297;p
30;298;p
29;298;p
28;298;p
27;298;p
26;298;p
25;298;p
24;298;p
23;298;p
22;298;p
21;298;p
21;299;p
20;299;p
19;299;p
18;299;p
17;299;p
17;300;p
16;300;p
15;300;p
14;300;p
13;300;p
13;301;p
12;301;p
11;301;p
10;301;p
9;301;p
9;302;p
8;302;p
7;302;p
6;302;p
6;301;p
7;300;p
8;299;p
8;298;p
9;298;p
9;297;p
10;297;p
10;296;p
11;296;p
11;295;p
12;295;p
12;294;p
12;293;p
13;293;p
13;292;p
14;292;p
14;291;p
15;291;p
15;290;p
16;290;p
16;289;p
16;288;p
17;288;p
18;288;p
18;287;p
19;287;p
19;286;p
20;286;p
20;285;p
20;284;p
21;284;p
22;284;p
22;283;p
23;283;p
24;282;p
24;281;p
25;280;p
26;280;p
27;280;p
27;279;p
28;279;p
28;278;p
28;277;p
29;277;p
29;276;p
30;276;p
31;276;p
32;276;p
32;275;p
32;274;p
33;274;p
33;273;p
34;273;p
35;272;p
36;272;p
36;271;p
37;271;p
37;270;p
38;270;p
39;269;p
40;268;p
41;268;p
41;267;p
42;266;p
43;266;p
43;265;p
44;264;p
45;264;p
46;264;p
46;263;p
47;262;p
47;261;p
48;260;p
49;260;p
50;260;p
51;259;p
51;258;p
52;258;p
52;257;p
54;256;p
55;256;p
55;255;p
56;255;p
56;254;p
57;253;p
58;253;p
59;253;p
59;252;p
60;251;p
61;250;p
62;249;p
63;249;p
63;248;p
64;248;p
65;247;p
65;246;p
67;245;p
68;244;p
69;244;p
70;243;p
71;242;p
71;241;p
72;241;p
73;241;p
74;240;p
75;239;p
75;238;p
76;237;p
77;237;p
79;236;p
79;235;p
79;234;p
80;233;p
82;233;p
83;232;p
83;231;p
84;231;p
85;229;p
86;229;p
86;228;p
87;227;p
88;226;p
89;225;p
90;225;p
90;224;p
90;223;p
91;222;p
92;221;p
93;221;p
93;220;p
94;219;p
94;218;p
95;217;p
96;217;p
97;216;p
98;215;p
98;214;p
99;213;p
100;213;p
101;212;p
102;211;p
102;210;p
103;209;p
104;209;p
104;208;p
105;207;p
106;206;p
107;206;p
107;205;p
108;204;p
109;202;p
110;202;p
111;201;p
111;200;p
112;199;p
114;198;p
114;197;p
114;196;p
116;195;p
117;194;p
118;193;p
119;192;p
120;191;p
121;190;p
122;189;p
122;188;p
124;186;p
125;186;p
126;184;p
127;183;p
128;182;p
130;181;p
130;180;p
131;179;p
132;178;p
133;177;p
134;175;p
135;174;p
136;174;p
137;172;p
138;171;p
139;170;p
140;169;p
141;168;p
141;167;p
143;166;p
144;165;p
145;163;p
146;163;p
147;162;p
148;161;p
149;159;p
150;159;p
151;157;p
152;156;p
153;155;p
154;154;p
155;153;p
156;152;p
157;151;p
158;150;p
159;149;p
160;147;p
161;147;p
162;146;p
163;144;p
164;144;p
165;143;p
166;142;p
167;140;p
168;139;p
169;139;p
170;137;p
171;136;p
172;135;p
173;134;p
174;133;p
176;131;p
177;130;p
178;128;p
180;127;p
180;126;p
181;125;p
183;123;p
184;123;p
185;121;p
186;119;p
188;119;p
188;118;p
190;116;p
191;116;p
192;115;p
193;113;p
194;112;p
196;111;p
196;110;p
197;109;p
198;108;p
200;107;p
200;105;p
201;104;p
203;103;p
204;102;p
205;101;p
206;100;p
208;99;p
208;97;p
209;96;p
210;96;p
212;94;p
212;93;p
213;92;p
215;91;p
216;90;p
217;88;p
218;88;p
219;87;p
219;86;p
220;85;p
222;84;p
223;83;p
224;82;p
225;80;p
226;80;p
227;79;p
227;78;p
228;77;p
230;76;p
231;75;p
231;74;p
233;73;p
234;72;p
235;71;p
236;70;p
