0;52;p
1;52;p
1;53;p
2;53;p
2;54;p
3;54;p
3;55;p
4;55;p
4;56;p
5;56;p
5;57;p
6;57;p
7;58;p
8;59;p
9;59;p
9;60;p
9;61;p
10;61;p
11;61;p
12;62;p
13;63;p
13;64;p
14;65;p
15;65;p
16;65;p
17;66;p
17;67;p
18;68;p
19;69;p
20;69;p
20;70;p
21;70;p
22;71;p
23;72;p
24;73;p
25;74;p
26;75;p
27;76;p
28;76;p
28;77;p
29;78;p
30;79;p
31;80;p
33;81;p
34;82;p
35;83;p
36;84;p
38;85;p
38;87;p
39;87;p
40;88;p
41;89;p
43;90;p
44;92;p
44;93;p
46;93;p
47;95;p
48;96;p
50;98;p
50;99;p
52;100;p
53;101;p
54;102;p
56;104;p
57;105;p
58;107;p
60;109;p
61;109;p
63;111;p
64;113;p
66;114;p
68;116;p
69;118;p
71;120;p
73;121;p
75;123;p
76;125;p
78;127;p
80;129;p
82;131;p
83;133;p
85;135;p
87;137;p
89;139;p
91;141;p
93;143;p
95;146;p
97;148;p
99;150;p
101;153;p
103;155;p
105;157;p
107;160;p
110;162;p
112;164;p
114;167;p
116;169;p
118;172;p
120;176;p
123;178;p
125;181;p
127;183;p
130;186;p
133;188;p
135;191;p
137;194;p
140;196;p
142;200;p
144;203;p
147;206;p
149;208;p
151;211;p
154;214;p
157;217;p
159;221;p
161;223;p
164;226;p
166;229;p
168;232;p
172;235;p
174;238;p
177;242;p
179;245;p
181;248;p
184;250;p
186;253;p
188;256;p
190;259;p
194;263;p
196;266;p
198;269;p
201;272;p
203;275;p
205;278;p
208;282;p
211;285;p
213;288;p
215;291;p
218;294;p
220;297;p
222;301;p
224;304;p
227;307;p
230;310;p
232;313;p
234;315;p
236;318;p
238;322;p
241;325;p
243;328;p
245;330;p
247;333;p
249;336;p
251;339;p
253;341;p
255;344;p
257;346;p
260;350;p
262;353;p
264;355;p
266;358;p
267;360;p
269;363;p
271;365;p
273;367;p
274;370;p
276;372;p
278;374;p
279;377;p
281;379;p
283;381;p
284;383;p
286;385;p
287;388;p
289;390;p
290;392;p
291;394;p
293;396;p
294;398;p
296;399;p
297;401;p
297;402;p
298;404;p
300;406;p
301;407;p
302;409;p
303;411;p
305;413;p
306;414;p
307;415;p
308;416;p
308;418;p
309;420;p
310;421;p
311;422;p
312;423;p
313;425;p
315;426;p
315;428;p
315;429;p
316;429;p
318;431;p
318;432;p
319;433;p
320;434;p
320;435;p
321;436;p
322;438;p
323;439;p
324;439;p
325;440;p
325;442;p
326;443;p
327;444;p
328;445;p
329;446;p
329;447;p
329;448;p
330;448;p
331;449;p
332;450;p
332;451;p
333;451;p
333;452;p
334;453;p
334;454;p
335;455;p
336;456;p
337;456;p
337;457;p
337;458;p
337;459;p
338;459;p
339;460;p
340;461;p
340;462;p
341;462;p
341;463;p
342;464;p
342;465;p
343;465;p
343;466;p
344;466;p
344;465;p
344;464;p
343;464;p
343;463;p
342;462;p
342;461;p
342;460;p
341;460;p
340;460;p
339;460;p
339;459;p
338;459;p
338;458;p
337;458;p
336;458;p
335;458;p
334;458;p
334;457;p
333;457;p
332;457;p
331;457;p
330;457;p
329;457;p
328;457;p
